id;default;legal_form;zip_code;sector;year_inc;count_emp;type_pl;sales;gross_performance;gross_profit;earn_from_op;fin_result;oth_interest_inc;oth_interest_exp;result_from_ord_bus;total_result;annual_profit;total_assets;total_liabilities_st;total_liabilities_mt;total_liabilities_lt;bank_liabilities_st;bank_liabilities_mt;bank_liabilities_lt;trade_payables_st;trade_payables_mt;trade_payables_lt;bonds_payables_st;bonds_payables_mt;bonds_payables_lt;total_equity;current_assets;monetary_current_assets;cash;trade_receivables_st;trade_receivables_lt;cf_operating;cf_investment;cf_financing
C_061;0;GmbH;28359;56000;1899;16.0;GKV;519403.42;557738.63;566965.47;319222.68;392.92;392.92;;319615.6;319615.6;277592.6;348951.72;82060.35;0.0;0.0;;;;6945.19;;;;;;266891.37;314512.95;232203.83;107836.33;;;165550.07;-9932.21;-200437.63
C_515;0;GmbH & Co. KG;27389;93210;1993;;GKV;64833495.38;64399996.94;31072276.13;1948257.64;-82463.41;2909.59;85373.0;1865794.23;1867630.53;1218425.86;29772107.97;23593067.46;0.0;837682.0;;;;3003281.43;;;;;;5341358.51;29115468.62;16053041.87;1360084.84;11860884.27;344000.0;297508.73;-718115.36;-5.1200000000000005e-09
C_526;0;GmbH;28217;68100;2000;17.0;GKV;8412807.66;8412807.66;5003383.57;174622.97;-87110.1;437.63;89047.73;87512.87;87512.87;22530.37;3617782.06;1554208.97;1627652.02;179418.1;865124.37;;;349393.19;;;;;;256502.97;1131032.46;1138457.43;115136.38;853887.31;;1187942.46;-1041740.36;114030.47
C_878;0;GmbH;29227;28120;1981;30.0;GKV;23021205.4;23021205.4;4888592.77;-1727783.48;-30534.14;;30534.14;-1758317.62;-1758317.62;-1758317.62;8339103.47;8339103.47;0.0;0.0;;;;74270.88;;;;;;0.0;5451412.89;3378903.61;26395.89;3088357.84;;-771177.33;-5562.63;493000.85
C_956;0;GmbH & Co. KG;29223;43911;1955;;GKV;1698254.82;1764345.3;1072192.16;67065.6;-24891.58;1380.34;26581.92;42174.02;42174.02;40157.72;458346.03;444859.81;11123.01;0.0;124846.01;11123.01;;82606.04;;;;;;2363.21;447465.03;222887.78;20041.48;;;61034.39;65461.52;-27474.44
C_728;1;Sonst. Gewerbetreibende;29223;43341;1991;;GKV;22439706.37;22439706.37;12359342.06;448794.13;54684.42;155607.94;100923.52;503478.55;503478.55;375377.71;22784592.26;22332627.26;0.0;451965.0;;;;70841.68;;;;;;5.589999999999999e-09;2596739.6;918964.92;846466.17;9849.75;;51183.12;-132934.76;-284744.81
C_531;0;AG;38442;96090;1999;152.0;GKV;1191591.44;1191591.44;834666.1;235862.88;1242.79;1453.98;211.19;237105.67;237105.67;166783.75;558457.88;164889.42;0.0;0.0;;;;3054.9;;;;;;393568.46;518714.25;459582.48;312662.28;;;188410.73;-13603.87;-668.56
C_747;0;GmbH;38536;43341;1999;;GKV;35723735.36;35723735.36;27771051.42;2072543.47;246689.24;192772.02;15507.0;2319232.71;2319232.71;-8.83e-09;8965297.74;7009544.59;0.0;155653.15;;;;1064268.9;;;;;;1800100.0;7466114.14;7546811.54;210478.4;3953699.04;;3027160.1;-263266.37;-2945088.99
C_547;0;GmbH;25813;47420;1999;4.0;GKV;183711.98;183711.98;175931.29;44994.92;-694.93;12.09;707.02;44299.99;44299.99;26414.29;89021.41;15514.57;12035.57;0.0;;;;1576.79;;;;;;61471.27;71015.25;26147.64;15964.26;;;-5497.77;47146.69;-22400.0
C_311;0;GmbH;24803;70109;2006;;GKV;33774.34;33774.34;27632.37;-3420.21;-87.0;;87.0;-3507.21;-3507.21;-3714.13;39902.5;5829.65;1506.29;0.0;;;;1580.73;;;;;;32566.56;29967.4;14362.37;10544.54;1069.1;;-3200.82;-4483.49;-2976.01
C_400;1;GmbH & Co. KG;37191;64200;1925;156.0;GKV;6177489.72;6177489.72;473523.49;77997.86;-10028.2;1413.82;11442.02;67969.66;67969.66;42227.95;1530025.04;1224070.71;140474.76;0.0;62695.98;;;922208.86;;;;;;165479.57;1352836.84;1286198.7;155598.92;;;83406.79;-130972.84;63996.19
C_489;0;Genossenschaft;34346;68201;1898;14.0;GKV;1396687.31;1396687.31;540463.93;-5601380.98;64585985.69;1133915.54;22579929.85;58984604.71;58984604.71;49804705.58;1290147937.0;62729609.55;119822222.2;580721138.9;27759533.98;119822222.2;428788888.9;121010.42;;;;;;526874966.8;187252869.6;177090158.1;30025929.23;;;144129783.4;-547416691.5;391545677.6
C_837;0;GmbH;21614;26511;1956;143.0;GKV;2767106.53;2767106.53;507539.74;40696.75;-8658.19;299.02;8957.21;32038.56;32038.56;21262.27;561147.15;235966.85;213510.65;0.0;66212.63;;;104606.85;;;;;;111669.65;417019.07;160746.5;26493.82;;;32251.31;-58237.12;35945.45
C_056;0;GmbH;20259;85592;1990;439.0;GKV;4232139.52;5675976.17;2186397.13;144753.17;37641.36;2116.68;39540.1;182394.53;182394.53;126514.66;1404909.55;772773.04;0.0;0.0;;;;;;;;;;632136.51;1049631.38;882537.11;441888.39;191759.82;;680151.74;-183525.31;97792.12
C_625;0;AG;20539;52291;1995;102.0;GKV;66809.58;66809.58;66939.73;1189.56;;;;1189.56;1189.56;1218.35;79696.24;41016.12;0.0;300.0;;;;;;;;;;38380.12;62938.34;63183.79;;;;3690.89;-3278.2;-412.69
C_175;0;GmbH;20097;73200;1997;122.0;GKV;183708203.9;183708203.9;361282634.4;14571152.59;92585342.08;11685517.15;20416300.24;107156494.7;107156494.7;94370957.64;6633315552.0;5421427150.0;0.0;52917541.0;3465.45;;;3467063582.0;;;;;;1158970861.0;3122628872.0;3103777016.0;6351317.2;1692145554.0;;-40074707.82;372537.5;-19280.0
C_669;0;GmbH;21514;62020;1998;;GKV;311139650.1;310381798.6;123521413.7;6290231.89;-3954621.61;58388.39;4013010.0;2335610.28;2049210.28;1177472.56;156472756.7;66092146.83;18214000.0;34455800.0;7017791.0;16623000.0;5156000.0;17372412.11;;;;;;41154369.82;68954997.87;44553196.31;16571554.47;;;14912078.34;-19650137.54;-2702060.0
C_681;0;GmbH;22047;17210;2001;;GKV;351672778.8;351720602.3;72110330.85;6546635.35;3924572.95;329548.05;907189.57;10471208.3;10471208.3;8419690.86;104877538.5;69475020.46;3832354.81;1713290.0;32746009.46;;;17222344.04;;;;;;29856873.2;81875085.2;13835950.23;694463.99;;;3958679.12;-2190274.4;-4586389.25
C_104;0;AG;16515;1500;2005;9.0;GKV;94474972.45;93752068.12;49836009.91;5254842.04;-2746346.61;88.99;1542812.97;2508495.43;2153851.43;1885844.37;67794024.33;29312381.68;0.0;24392724.0;;;;5874306.36;;;;;;18433668.75;55413660.65;15999600.78;1252865.81;9969054.58;;7726016.4;-7806272.65;6046284.64
C_244;0;GmbH;30938;68310;1985;4.0;GKV;151729957.0;154121710.0;96949576.0;28538894.0;-797024.0;151392.0;62452.0;27741870.0;27741870.0;22067263.0;61663468.0;37195025.0;85000.0;41368.0;;;;11051400.0;;;;;;24290561.0;52012498.0;45153753.0;40037309.0;;;8931327.0;-450583.0;-29240170.0
C_699;0;Sonst. Gewerbetreibende;30159;47420;2002;;GKV;8004591.0;8004591.0;8588878.0;156943.0;-19041.0;2104.0;21145.0;137902.0;137902.0;77128.0;10015007.0;5268924.0;0.0;290689.0;1000000.0;;;;;;;;;4455394.0;9637380.0;330866.0;280034.0;;;480586.0;-112150.0;661129.0
C_927;0;GmbH;30159;79110;2002;;GKV;2101888175.0;2101888175.0;935386844.8;23417307.26;-4357835.08;917942.73;5363379.51;19059472.18;19059472.18;5.96e-08;727483278.0;371063146.0;204933653.9;5488733.0;;;;177608033.8;;;;;;145997745.0;595347263.1;93255981.43;18946459.64;30277605.03;;79844854.59;-62598716.89;-19007403.82
C_223;0;GmbH & Co. KG;30419;25920;2006;291.0;GKV;8758.84;8758.84;1310844.44;-632435.39;1518038.16;5407.15;31212.4;885602.77;885602.77;729482.35;8766189.75;1125215.41;333300.0;0.0;133360.0;333300.0;;71936.66;;;;;;7307674.34;1168342.1;1182681.33;299438.83;;;402224.93;-26739.78;-313606.41
C_925;0;GmbH;30853;43210;2007;317.0;UKV;94149420.0;;;3739424.0;-14358.0;2095.0;16453.0;3725066.0;3725066.0;0.0;22086897.0;17569043.0;609000.0;0.0;;;;6515052.0;;;;;;3908854.0;22086897.0;13807615.0;;11442281.0;;2237056.0;0.0;-2384066.0
C_212;0;GmbH;31135;27400;1990;;GKV;878076.89;878076.89;678693.89;76209.94;-13555.33;23.02;13578.35;62654.61;62654.61;59715.61;338452.88;338452.88;0.0;0.0;;;;;;;;;;0.0;202022.1;136980.97;38571.01;;;73310.94;1.0;-61515.36
C_118;0;GmbH;31137;45100;1996;35.0;GKV;31569808.36;31569808.36;5609219.29;1026380.5;8075.21;9956.21;1881.0;1034455.71;1034455.71;683250.88;16170682.88;6110128.68;0.0;43395.0;;;;40228.32;;;;;;10017159.2;11137065.6;3706824.09;1007791.54;2593537.51;;-1093100.98;-1303471.19;0.0
C_535;0;GmbH;31157;35300;2008;64.0;GKV;2240942.33;2240942.33;1782395.94;-909659.06;1613.83;59625.0;58011.17;-908045.23;-908045.23;-1.67e-10;2891167.84;1858105.31;0.0;216401.0;;;;1235404.75;;;;;;816661.53;2870762.84;2870762.84;1202275.17;693572.95;;305474.39;-1463.11;-428819.77
C_277;0;GmbH;24145;70101;1973;;GKV;2773109.35;2494202.49;626557.01;88346.35;-3753.3;;3753.3;84593.05;84593.05;52845.0;1881743.61;1823682.11;0.0;0.0;;;;507089.78;;;;;;58061.5;1816710.23;486469.15;32302.64;420518.13;;66533.66;-8366.77;-29373.33
C_674;0;GmbH;24119;68320;1973;;GKV;9682973.18;9783993.86;8633791.94;405050.7;-42512.51;6769.9;142655.08;362538.19;350706.19;237424.57;4530541.37;3160349.03;369430.77;163337.0;164058.89;179430.12;;189366.17;;;;;;837424.57;3799388.55;2858316.37;445637.86;2307465.1;;913712.61;-321894.4;-95558.41
C_052;0;GmbH & Co. KG;24145;23990;1990;;GKV;5924834.45;5924834.45;6423667.08;2187801.48;-1529403.61;117597.41;1647001.02;658397.87;658397.87;334996.56;64563700.37;46908981.69;0.0;0.0;3870009.07;;;317477.95;;;;;;17654718.68;187380.96;0.0;;;;3980521.17;-1129682.46;1039161.26
C_068;0;Genossenschaft;26789;68200;1913;;GKV;15270.17;15270.17;15270.17;0.0;1732.62;43.62;;1732.62;1732.62;1451.64;52940.24;10468.64;0.0;0.0;;;;;;;;;;42471.6;52940.24;33079.74;33079.74;;;8814.14;0.0;0.0
C_243;0;GmbH & Co. KG;23611;46493;1927;;GKV;2917695.06;2891189.75;1261922.03;603877.15;-167642.51;10892.39;178539.45;436234.64;436234.64;436234.64;13658228.2;2287477.87;1543379.7;4908368.27;429194.93;1540924.98;4864668.77;404395.43;;;;;;4919002.36;1830518.4;985811.45;975963.95;9847.5;;766462.4;-1005933.78;29189.98
C_791;0;GmbH & Co. KG;23570;56200;2010;;GKV;21565491.4;24182797.85;7244501.68;460824.92;7051542.07;1194566.03;911473.24;7512366.99;7512366.99;6061290.1;38758009.33;15048755.88;5150000.0;0.0;1029483.52;;;524621.19;;;;;;18551589.26;34489068.76;28994697.71;2044809.54;3216699.56;;4149189.24;-492451.58;-2461931.93
C_812;0;GmbH;49084;28290;1997;150.0;GKV;1594158.6;1503858.6;510607.24;43683.72;-4371.19;58.81;4430.0;39312.53;39312.53;26816.42;294656.61;153567.45;82039.69;0.0;;;;61108.37;;;;;;59049.47;190135.65;167934.25;12625.58;;;93444.47;6419.02;-87627.08
C_622;0;BGB-Gesellschaft;49565;35113;2006;;GKV;56000.0;56000.0;56018.2;23793.8;-3161.87;;3161.87;20631.93;20631.93;20631.93;648573.9;613797.5;0.0;0.0;;;;;;;;;;34776.4;79875.4;61905.4;61905.4;;;16081.29;-572102.28;2975.0
C_361;0;GmbH;21335;20520;1858;185.0;GKV;197930538.6;197272284.7;26947855.95;11889123.68;-153824.45;840.68;154855.42;11735299.23;11714843.23;-1.6799999999999998e-08;40128120.37;35220620.37;0.0;2461973.0;;;;454217.93;;;;;;2445527.0;32809291.04;24618777.77;1012.13;24452421.93;;11658956.29;-1072492.01;-10881648.82
C_869;0;GmbH;21365;25110;1913;;GKV;1363259.16;1363259.16;340819.95;-72.84;72.84;72.84;;0.0;-4.02e-11;0.0;1147484.03;347484.03;0.0;0.0;;;;169505.29;;;;;;800000.0;373984.21;311936.72;311936.72;;;-12619.07;0.0;154236.38
C_713;0;GmbH;26180;68322;1993;;GKV;125457.51;125457.51;30061.62;1992.05;-54.0;;54.0;1938.05;1938.05;1710.05;75829.07;66096.94;9732.13;0.0;;;;7277.73;;;;;;1.46e-11;75468.07;4736.37;3057.21;;;2790.09;0.0;-438.6
C_629;0;GmbH;26389;62019;1992;;GKV;12856689.62;12856689.62;1694334.2;252215.62;-75380.23;2.39;75382.62;176835.39;176835.39;114836.62;4431113.93;2043299.23;1925000.0;0.0;;;;295311.37;;;;;;461444.7;4426866.13;2987818.2;312626.88;2320299.83;;125054.06;1.0;1.8600000000000002e-09
C_663;1;Sonst. Gewerbetreibende;26180;77120;1999;;GKV;68401.31;68401.31;61227.36;-4545.7;;;;-4545.7;-4545.7;-5669.7;30645.86;30645.86;0.0;0.0;608.94;;;;;;;;;0.0;11072.65;1049.7;;;;18060.23;-618.0;-18504.47
C_427;0;GmbH;26125;43330;2002;;GKV;30868312.77;30868312.77;31700436.57;1656321.28;-42389.85;22072.87;255097.97;1613931.43;1613931.43;1595988.72;56812193.37;3994388.93;1269258.81;11416710.7;317617.34;1260515.82;10387811.02;714729.09;;;;;;34013580.48;15164537.5;15128489.01;10579460.11;2485631.26;;2556174.15;-1831137.33;2231255.58
C_299;0;GmbH;26655;49410;2010;;GKV;1052306.53;1048379.32;1061731.39;32111.04;-124.43;221.74;3184.1;31986.61;31986.61;26418.77;501434.65;406640.17;74794.48;20000.0;81352.05;74794.48;;226471.58;;;;;;-1.46e-11;264028.38;217919.66;16314.72;63986.99;;-63217.57;-40368.03;-35729.32
C_737;0;GmbH;26188;47521;2010;;GKV;3285270.09;3254126.15;1982355.79;902985.94;-340522.79;1966.78;342489.57;562463.15;562463.15;505322.61;20613832.64;2472271.54;3777565.75;4475608.67;1428571.65;3647053.51;3899022.11;132190.62;;;;;;9888686.68;1232192.86;497948.8;442854.77;13131.5;9806.92;1388425.88;-759002.04;-1510473.15
C_282;0;GmbH;22113;43210;1977;;GKV;603894.96;603894.96;373224.96;74633.01;-14519.36;49.0;14568.36;60113.65;60407.6;53619.91;360889.69;156604.71;204284.98;0.0;75251.19;;;64163.74;;;;;;;106780.14;75186.0;37316.27;;;85495.43;-43705.64;-50978.14
C_857;0;GmbH;25746;43999;2010;;GKV;1253892.34;1257204.39;819156.3;104693.46;-79458.78;;79458.78;25234.68;25234.68;18586.94;1259162.08;690369.76;67764.82;0.0;252020.75;;;133389.91;;;;;;501027.5;1012640.78;406688.46;39.93;298762.97;;-1391.81;-31550.85;31638.82
C_334;0;GmbH;9221;41201;1989;232.0;GKV;4801597.08;4824722.09;1299039.07;60399.34;-51026.09;3711.87;54737.96;9373.25;9373.25;3193.99;1481326.41;728870.01;522100.0;0.0;159385.73;;;484016.99;;;;;;230356.4;1407594.16;802438.52;106209.2;515944.8;;136465.99;-9200.31;-4102.97
C_257;0;AG;9232;46520;1999;399.0;GKV;17094375.63;17094375.63;5468814.63;618923.48;1316.29;3747.68;2431.39;620239.77;620239.77;399356.78;4815842.45;4297090.74;0.0;0.0;;;;2913520.32;;;;;;507654.3;4382440.2;1320692.1;132054.46;61820.58;;130318.67;-44295.78;-146863.33
C_756;0;GmbH;3044;46692;1992;;GKV;5531405.47;5531405.47;5419403.23;320462.67;4385.05;4385.05;;324847.72;324847.72;324847.72;3707175.91;676464.61;59910.95;0.0;;;;78256.81;;;;;;2912006.35;3293635.1;3233355.95;2362825.2;;;361525.0;-86564.91;413.93
C_538;0;GmbH;1987;20160;2000;48.0;GKV;579879.34;579879.34;340835.98;19977.2;-8242.96;561.99;8804.95;11734.24;8738.24;7052.65;194651.9;36946.9;0.0;157705.0;;;;14081.36;;;;;;0.0;93872.52;32416.67;9784.68;15835.73;;32312.39;-499.92;3984.87
C_152;0;GmbH;1640;28250;1990;125.0;GKV;31771842.17;31999926.2;9404033.3;-443923.31;-204910.64;2700.66;154151.1;-648833.95;-648833.95;-584112.6;8861982.32;15205551.35;0.0;0.0;;;;;;;;;;2567166.71;8442472.11;7577380.5;1565128.6;5885960.26;;-4511802.07;-161025.36;2030079.44
C_759;0;GmbH;1768;26520;1990;487.0;GKV;396387.43;396387.43;399347.11;17522.69;;;;17522.69;17522.69;11708.67;133446.4;73788.38;0.0;0.0;;;;1800.0;;;;;;59658.02;58667.96;46346.05;43120.51;;;-20884.97;-27783.14;-19718.47
C_945;0;OHG;1844;46120;1982;;GKV;206378000.0;221892000.0;58586000.0;13102000.0;-2009000.0;;2009000.0;11093000.0;11093000.0;0.0;111838000.0;49870000.0;0.0;20669000.0;15185000.0;;;6118000.0;;;;;;41299000.0;84186000.0;17156000.0;131000.0;55000.0;;-10031000.0;-4770000.0;-10297000.0
C_307;0;Sonst. Gewerbetreibende;1896;55101;1993;;GKV;288642.79;290446.61;251266.82;8412.02;-6512.6;;6512.6;1899.42;2205.13;1691.13;194043.12;182643.12;0.0;0.0;;;;;;;;;;0.0;144827.5;34913.97;4063.24;;;43472.98;-6821.55;-21307.45
C_716;1;GmbH;1900;49410;1878;;GKV;3012370.16;3003367.58;1890083.92;145661.16;-54006.93;74.57;54081.5;91654.23;91654.23;92648.84;1177579.18;685288.65;492290.53;0.0;237065.77;;;201526.08;;;;;;0.0;598482.69;415107.85;6072.86;;;39289.92;-17678.27;-116407.57
C_645;0;GmbH & Co. KG;1705;43220;1996;;GKV;1104648.28;1139855.49;555596.2;79173.31;-3147.55;435.0;3582.55;76025.76;76025.76;61429.3;408793.39;179686.56;35040.89;0.0;9994.58;35040.89;;80973.75;;;;;;192116.84;344608.39;144188.49;6196.51;72854.37;;46955.93;-39543.38;-12641.57
C_283;0;GmbH;1239;47430;1995;65.0;GKV;1136902.15;1136902.15;1208662.96;30918.95;-23869.68;5765.0;28271.59;7049.27;7049.27;-208.14;1075850.18;160844.5;281000.0;0.0;;115000.0;;7593.34;;;;;;634005.68;454183.49;446241.23;18902.58;300438.08;;677098.55;-90086.74;-472816.0
C_270;0;GmbH;1471;26511;1996;;GKV;15276308.62;15276308.62;14424262.2;2670946.74;4444.68;10735.5;6350.82;2675391.42;2675391.42;1855504.0;5089320.01;1270702.35;0.0;154172.0;180402.64;;;85343.34;;;;;;3664445.66;3777666.08;3003325.08;2950725.04;;;1948936.65;-84409.55;-1358233.72
C_093;0;GmbH;1471;10130;2004;;GKV;13566568.0;14711919.0;7133662.0;1767837.0;-25073.0;2171.0;27244.0;1742764.0;1749531.0;1212516.0;4896101.0;2456166.0;0.0;0.0;;;;;;;;;;2439935.0;4590748.0;4297010.0;2911186.0;;;2025045.0;-105147.0;-239783.0
C_353;0;GmbH;1277;46731;2001;;GKV;68798684.63;69836980.12;44071887.83;8881536.32;-117295.94;150515.09;267811.03;8764240.38;8764240.38;6710113.87;53058271.15;23098885.96;1554851.71;0.0;5618000.0;1554851.71;;;;;;;;27596044.06;42751896.14;34646700.02;14356099.96;7379048.11;;5838812.59;-825163.29;-5548148.29
C_517;0;GmbH;1587;35130;2003;;GKV;3335709.08;5658930.18;2767426.19;42077.49;-19055.33;971.4;20026.73;23022.16;23022.16;-5538.81;2124303.75;2042228.83;0.0;0.0;;;;;;;;;;82074.92;1724217.23;931643.95;588.17;;;-190696.13;-130396.69;-326181.37
C_498;0;GmbH & Co. KG;1445;79120;2008;;GKV;107759.74;107759.74;1998743.04;77523.2;-72549.69;633.38;2754.68;4973.51;4973.51;-2.33e-10;894612.43;552662.43;0.0;0.0;;;;11989.12;;;;;;341950.0;552280.85;391018.39;370648.52;;;57622.22;14614.6;-204145.21
C_171;0;Sonst. Gewerbetreibende;1609;45100;2011;;GKV;983350.11;983350.11;1004636.37;57309.5;-35.36;;35.36;57274.14;57274.14;0.0;344807.03;313230.98;6011.46;0.0;;;;;;;;;;25564.59;11372.03;11372.03;3846.34;4291.0;;118748.88;-169649.0;47680.86
C_276;0;Einzelfirma;99099;46630;1970;;GKV;3549215.04;3549215.04;3562314.15;301815.92;2870.74;2870.74;;304686.66;304686.66;-3.7299999999999997e-11;578912.66;553375.06;0.0;0.0;;;;217788.38;;;;;;25537.6;546746.66;343251.32;198033.31;;;133726.03;-17850.0;-304454.66
C_937;0;GmbH;99099;43341;1993;;GKV;21853415.18;19559571.18;10978530.68;3054282.25;-50013.19;9746.22;59759.41;3004269.06;3004269.06;2532170.68;9974025.95;2852056.18;246973.97;0.0;152308.76;187049.35;;597998.92;59924.62;;;;;6568970.95;5807469.69;5831342.46;4760451.78;965003.7;;4480234.18;-499025.33;-2624201.02
C_675;0;GmbH;99334;73110;1996;22.0;GKV;5951391.12;5951391.12;6042176.77;351562.67;-46774.63;630.0;47404.63;304788.04;304779.32;190997.06;2397170.31;1171311.84;949154.57;0.0;366789.3;628416.35;;349329.76;;;;;;276703.9;866082.14;880823.05;12397.79;;;376145.67;-383107.43;122802.62
C_470;0;GmbH;99326;42200;2000;153.0;GKV;3414253.06;3410934.06;2643517.38;114442.14;-32590.38;;22590.38;81851.76;81851.76;81030.76;716379.27;630986.23;0.0;0.0;243504.45;;;218318.48;;;;;;85393.04;496255.94;459537.53;3578.47;;;88087.33;-11168.06;-86803.34
C_585;0;GmbH;99085;46141;2011;3.0;GKV;81306981.24;82840665.44;34888400.17;7157360.95;-149621.8;250123.96;399745.76;7007739.15;7007739.15;4726728.5;35698645.7;13031126.74;0.0;1120000.0;4951424.75;;;2117945.06;;;;;;21547518.96;32058869.31;14735632.13;56653.0;13455622.93;;1397097.63;-1156653.67;-4492000.0
C_163;0;GmbH;7973;43341;1999;;GKV;2279490.18;2278990.18;499347.91;25078.64;-2532.21;;2532.21;22546.43;22546.43;16668.56;211882.62;161077.0;0.0;0.0;28378.08;;;96554.44;;;;;;50805.62;142582.76;145914.62;19076.3;113979.8;;12566.7;-6520.2;11845.25
C_237;0;GmbH;7819;29200;2004;;GKV;1356988.34;1356988.34;462306.83;-35047.74;-27646.22;43.33;27689.55;-62693.96;-62693.96;-66867.2;2306905.48;481462.59;46579.0;266055.05;42512.2;46579.0;266055.05;340446.36;;;;;;1512808.84;1018109.99;133929.79;116339.22;;;79697.35;268933.41;-93796.26
C_600;0;Verein;6217;88990;1990;291.0;GKV;5827645.04;5827645.04;4381116.87;355901.24;-67531.05;548.82;68241.61;288370.19;288370.19;197754.35;4227410.65;787228.16;128883.91;820260.81;46893.03;42939.46;820260.81;272942.22;;;;;;2491037.77;1673877.52;1630995.8;543383.86;1040333.61;26586.24;317563.55;-100292.0;-337686.37
C_641;1;GmbH;4758;41201;1990;163.0;GKV;4180848.24;4957246.24;2080473.95;197009.34;-92382.02;;92388.02;104627.32;104627.32;96614.46;3924597.63;2634292.8;476934.47;519506.0;302781.77;;;552275.18;;;;;;293864.36;3724242.99;352842.82;6376.07;;;-153545.13;-29760.5;-15025.4
C_477;0;GmbH;4552;43220;1990;42.0;GKV;17751946.87;17751946.87;4380460.6;-367763.22;1661.03;1661.03;;-366102.19;-366102.19;1.49e-09;4385180.69;1285180.69;0.0;0.0;;;;699985.88;;;;;;3100000.0;4384820.06;3894180.69;673197.61;3190936.04;;479183.38;7865.35;-942870.33
C_272;0;GmbH;4451;49400;1962;;GKV;31786827.85;31786827.85;15020285.69;-2013798.13;-6581.91;;6581.91;-2020380.04;-2020380.04;-2022359.01;14233308.48;5830192.97;0.0;0.0;;;;947733.86;;;;;;8403115.51;4603646.47;3864301.91;4869.71;2615982.75;;2839330.21;-10122893.43;7284992.68
C_456;0;GmbH;4249;77320;1991;;GKV;3500449.92;3500449.92;1078936.19;-311086.28;-11603.98;30.03;11634.01;-322690.26;-322690.26;-323693.54;560480.34;1173650.7;0.0;0.0;;;;201914.46;;;;;;128420.4;543228.14;418682.65;149658.6;162936.12;;-257532.08;-716.8;8849.08
C_173;0;GmbH;4758;87900;1997;;GKV;2582142.7;2582142.7;18128851.4;-4224050.55;-208793257.6;31412.6;114441.55;-213017308.2;-213017308.2;-215796622.9;424163318.0;154597031.0;0.0;1337367.0;;;;;;;;;;268228920.0;67529127.32;67529127.32;46486741.66;;;-159802729.4;137879135.3;0.0
C_364;0;GmbH;4808;43220;1999;;GKV;5472759.25;5477998.91;2407295.67;-75114.85;-8008.25;26867.35;34875.6;-83123.1;-83123.1;-92919.29;2014059.92;1606906.3;0.0;0.0;;;;69822.63;;;;;;407153.62;1723307.92;1492790.18;284740.65;373490.57;;125311.06;-116359.24;34838.05
C_941;0;GmbH;4319;66190;1991;;GKV;89729134.6;89729134.6;5195814.52;-460332.13;35260.95;41397.32;2499.97;-425071.18;-425071.18;-426908.18;12846378.34;11995308.58;0.0;0.0;;;;4133436.37;;;;;;851069.76;12420086.87;12502672.32;6792290.46;4254346.99;;-1932978.23;18702.61;4.19e-09
C_900;0;GmbH;4315;45203;2005;;GKV;25627583.42;25627583.42;29738713.61;69859.6;-6614.0;4661.68;11275.68;63245.6;63245.6;20707.64;14182465.73;13633655.23;0.0;0.0;;;;6384593.95;;;;;;548810.5;12884941.02;12899951.27;3170040.72;8988929.02;;-463757.72;-152595.04;9387.0
C_242;0;GmbH;4860;41200;2008;;GKV;2999087.0;2997795.0;3001965.0;409460.0;50541.0;301.0;760.0;460001.0;460001.0;0.0;994628.0;785139.0;0.0;0.0;;;;119432.0;;;;;;209489.0;924040.0;131452.0;;131452.0;;586220.0;-11361.0;-574859.0
C_480;0;GmbH;4654;43999;2008;;GKV;462387.56;462387.56;275633.42;-5110.44;-1170.41;;1170.41;-6280.85;-6280.85;-4868.01;217710.18;124508.2;0.0;0.0;18797.0;;;76043.44;;;;;;91567.42;202774.18;202774.18;450.69;196052.34;;2953.24;-3297.1;1.46e-11
C_304;0;AG;4103;70101;1991;1.0;GKV;171433669.1;171433669.1;7890577.85;-1970274.54;-1869657.36;97838.44;1967495.8;-3839931.9;-22310183.68;-23125414.32;31740826.53;13548368.37;76000.0;18159341.0;;;;9989213.41;;;;;;-1.8600000000000002e-09;11439520.34;5122589.62;851330.65;1871859.72;;-13905318.45;19494913.71;-4188987.82
C_092;0;GmbH;4129;68100;2010;;GKV;5533600.93;5533600.93;4674129.07;318194.94;1135.86;365.86;;319330.8;319330.8;184989.11;1255338.53;495068.78;0.0;0.0;;;;187523.14;;;;;;760269.75;942589.98;889091.6;645565.66;173767.59;;193950.48;-88997.9;68051.55
C_847;0;GmbH;4105;49410;2011;;GKV;7557638.33;7557638.33;11330188.77;3695261.46;-4250701.17;1234646.41;5485445.86;-555439.71;-555439.71;-1036680.32;73602713.72;61807629.3;0.0;1089833.94;52081768.78;;;25346.19;;;;;;10705250.48;30418126.23;13580679.73;345629.58;;;15283339.31;2961869.0;0.0
C_491;1;GmbH & Co. KG;39240;18120;2003;106.0;GKV;246000.0;99000.0;837989.82;-2584626.76;-725096.79;261650.01;380628.77;-3309723.55;-3309723.55;-3317580.99;8497591.57;6616630.23;0.0;0.0;595000.0;;;;;;;;;1880961.34;4078378.78;545500.51;542803.13;;;602226.21;-1039116.63;0.0
C_527;0;GmbH;39126;52291;2003;;GKV;499875.18;489575.18;333198.09;54586.08;-515.3;;515.3;54070.78;53770.78;41663.23;161018.49;77785.72;0.0;0.0;;;;11118.97;;;;;;83232.77;129893.81;117431.42;53137.82;;;49574.73;-1615.85;-11521.54
